src,dst,type
Agent:Blue,Event:B:96,PERFORMS
Event:B:96,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:97,PERFORMS
Event:R:97,ATTACK:T1210,USES_TECHNIQUE
Event:R:97,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:97,PERFORMS
Event:B:97,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:98,PERFORMS
Event:R:98,ATTACK:T1068,USES_TECHNIQUE
Event:R:98,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:98,PERFORMS
Event:B:98,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:98,Enterprise:Enterprise0,TARGETS
Agent:Red,Event:R:99,PERFORMS
Event:R:99,ATTACK:T1210,USES_TECHNIQUE
Event:R:99,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:99,PERFORMS
Event:B:99,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:100,PERFORMS
Event:R:100,ATTACK:T1068,USES_TECHNIQUE
Event:R:100,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:100,PERFORMS
Event:B:100,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:100,Enterprise:Enterprise0,TARGETS
Event:R:98,Event:B:100,TRIGGERS
Agent:Red,Event:R:101,PERFORMS
Event:R:101,ATTACK:T1210,USES_TECHNIQUE
Event:R:101,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:101,PERFORMS
Event:B:101,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:102,PERFORMS
Event:R:102,ATTACK:T1068,USES_TECHNIQUE
Event:R:102,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:102,PERFORMS
Event:B:102,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:102,Enterprise:Enterprise0,TARGETS
Event:R:100,Event:B:102,TRIGGERS
Agent:Red,Event:R:103,PERFORMS
Event:R:103,ATTACK:T1210,USES_TECHNIQUE
Event:R:103,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:103,PERFORMS
Event:B:103,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:104,PERFORMS
Event:R:104,ATTACK:T1068,USES_TECHNIQUE
Event:R:104,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:104,PERFORMS
Event:B:104,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:104,Enterprise:Enterprise0,TARGETS
Event:R:102,Event:B:104,TRIGGERS
Agent:Red,Event:R:105,PERFORMS
Event:R:105,ATTACK:T1210,USES_TECHNIQUE
Event:R:105,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:105,PERFORMS
Event:B:105,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:106,PERFORMS
Event:R:106,ATTACK:T1068,USES_TECHNIQUE
Event:R:106,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:106,PERFORMS
Event:B:106,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:106,Enterprise:Enterprise0,TARGETS
Event:R:104,Event:B:106,TRIGGERS
Agent:Red,Event:R:107,PERFORMS
Event:R:107,ATTACK:T1210,USES_TECHNIQUE
Event:R:107,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:107,PERFORMS
Event:B:107,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:108,PERFORMS
Event:R:108,ATTACK:T1068,USES_TECHNIQUE
Event:R:108,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:108,PERFORMS
Event:B:108,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:108,Enterprise:Enterprise0,TARGETS
Event:R:106,Event:B:108,TRIGGERS
Agent:Red,Event:R:109,PERFORMS
Event:R:109,ATTACK:T1210,USES_TECHNIQUE
Event:R:109,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:109,PERFORMS
Event:B:109,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:110,PERFORMS
Event:R:110,ATTACK:T1068,USES_TECHNIQUE
Event:R:110,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:110,PERFORMS
Event:B:110,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:110,Enterprise:Enterprise0,TARGETS
Event:R:108,Event:B:110,TRIGGERS
Agent:Red,Event:R:111,PERFORMS
Event:R:111,ATTACK:T1210,USES_TECHNIQUE
Event:R:111,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:111,PERFORMS
Event:B:111,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:112,PERFORMS
Event:R:112,ATTACK:T1068,USES_TECHNIQUE
Event:R:112,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:112,PERFORMS
Event:B:112,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:112,Enterprise:Enterprise0,TARGETS
Event:R:110,Event:B:112,TRIGGERS
Agent:Red,Event:R:113,PERFORMS
Event:R:113,ATTACK:T1210,USES_TECHNIQUE
Event:R:113,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:113,PERFORMS
Event:B:113,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:114,PERFORMS
Event:R:114,ATTACK:T1068,USES_TECHNIQUE
Event:R:114,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:114,PERFORMS
Event:B:114,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:114,Enterprise:Enterprise0,TARGETS
Event:R:112,Event:B:114,TRIGGERS
Agent:Red,Event:R:115,PERFORMS
Event:R:115,ATTACK:T1210,USES_TECHNIQUE
Event:R:115,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:115,PERFORMS
Event:B:115,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:116,PERFORMS
Event:R:116,ATTACK:T1068,USES_TECHNIQUE
Event:R:116,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:116,PERFORMS
Event:B:116,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:116,Enterprise:Enterprise0,TARGETS
Event:R:114,Event:B:116,TRIGGERS
Agent:Red,Event:R:117,PERFORMS
Event:R:117,ATTACK:T1210,USES_TECHNIQUE
Event:R:117,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:117,PERFORMS
Event:B:117,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:118,PERFORMS
Event:R:118,ATTACK:T1068,USES_TECHNIQUE
Event:R:118,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:118,PERFORMS
Event:B:118,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:118,Enterprise:Enterprise0,TARGETS
Event:R:116,Event:B:118,TRIGGERS
Agent:Red,Event:R:119,PERFORMS
Event:R:119,ATTACK:T1210,USES_TECHNIQUE
Event:R:119,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:119,PERFORMS
Event:B:119,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:120,PERFORMS
Event:R:120,ATTACK:T1068,USES_TECHNIQUE
Event:R:120,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:120,PERFORMS
Event:B:120,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:120,Enterprise:Enterprise0,TARGETS
Event:R:118,Event:B:120,TRIGGERS
Agent:Red,Event:R:121,PERFORMS
Event:R:121,ATTACK:T1210,USES_TECHNIQUE
Event:R:121,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:121,PERFORMS
Event:B:121,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:122,PERFORMS
Event:R:122,ATTACK:T1068,USES_TECHNIQUE
Event:R:122,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:122,PERFORMS
Event:B:122,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:122,Enterprise:Enterprise0,TARGETS
Event:R:120,Event:B:122,TRIGGERS
Agent:Red,Event:R:123,PERFORMS
Event:R:123,ATTACK:T1210,USES_TECHNIQUE
Event:R:123,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:123,PERFORMS
Event:B:123,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:124,PERFORMS
Event:R:124,ATTACK:T1068,USES_TECHNIQUE
Event:R:124,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:124,PERFORMS
Event:B:124,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:124,Enterprise:Enterprise0,TARGETS
Event:R:122,Event:B:124,TRIGGERS
Agent:Red,Event:R:125,PERFORMS
Event:R:125,ATTACK:T1210,USES_TECHNIQUE
Event:R:125,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:125,PERFORMS
Event:B:125,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:126,PERFORMS
Event:R:126,ATTACK:T1068,USES_TECHNIQUE
Event:R:126,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:126,PERFORMS
Event:B:126,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:126,Enterprise:Enterprise0,TARGETS
Event:R:124,Event:B:126,TRIGGERS
Agent:Red,Event:R:127,PERFORMS
Event:R:127,ATTACK:T1210,USES_TECHNIQUE
Event:R:127,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:127,PERFORMS
Event:B:127,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:128,PERFORMS
Event:R:128,ATTACK:T1068,USES_TECHNIQUE
Event:R:128,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:128,PERFORMS
Event:B:128,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:128,Enterprise:Enterprise0,TARGETS
Event:R:126,Event:B:128,TRIGGERS
Agent:Red,Event:R:129,PERFORMS
Event:R:129,ATTACK:T1210,USES_TECHNIQUE
Event:R:129,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:129,PERFORMS
Event:B:129,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:130,PERFORMS
Event:R:130,ATTACK:T1068,USES_TECHNIQUE
Event:R:130,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:130,PERFORMS
Event:B:130,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:130,Enterprise:Enterprise0,TARGETS
Event:R:128,Event:B:130,TRIGGERS
Agent:Red,Event:R:131,PERFORMS
Event:R:131,ATTACK:T1210,USES_TECHNIQUE
Event:R:131,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:131,PERFORMS
Event:B:131,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:132,PERFORMS
Event:R:132,ATTACK:T1068,USES_TECHNIQUE
Event:R:132,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:132,PERFORMS
Event:B:132,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:132,Enterprise:Enterprise0,TARGETS
Event:R:130,Event:B:132,TRIGGERS
Agent:Red,Event:R:133,PERFORMS
Event:R:133,ATTACK:T1210,USES_TECHNIQUE
Event:R:133,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:133,PERFORMS
Event:B:133,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:134,PERFORMS
Event:R:134,ATTACK:T1068,USES_TECHNIQUE
Event:R:134,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:134,PERFORMS
Event:B:134,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:134,Enterprise:Enterprise0,TARGETS
Event:R:132,Event:B:134,TRIGGERS
Agent:Red,Event:R:135,PERFORMS
Event:R:135,ATTACK:T1210,USES_TECHNIQUE
Event:R:135,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:135,PERFORMS
Event:B:135,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:136,PERFORMS
Event:R:136,ATTACK:T1068,USES_TECHNIQUE
Event:R:136,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:136,PERFORMS
Event:B:136,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:136,Enterprise:Enterprise0,TARGETS
Event:R:134,Event:B:136,TRIGGERS
Agent:Red,Event:R:137,PERFORMS
Event:R:137,ATTACK:T1210,USES_TECHNIQUE
Event:R:137,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:137,PERFORMS
Event:B:137,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:138,PERFORMS
Event:R:138,ATTACK:T1068,USES_TECHNIQUE
Event:R:138,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:138,PERFORMS
Event:B:138,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:138,Enterprise:Enterprise0,TARGETS
Event:R:136,Event:B:138,TRIGGERS
Agent:Red,Event:R:139,PERFORMS
Event:R:139,ATTACK:T1210,USES_TECHNIQUE
Event:R:139,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:139,PERFORMS
Event:B:139,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:140,PERFORMS
Event:R:140,ATTACK:T1068,USES_TECHNIQUE
Event:R:140,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:140,PERFORMS
Event:B:140,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:140,Enterprise:Enterprise0,TARGETS
Event:R:138,Event:B:140,TRIGGERS
Agent:Red,Event:R:141,PERFORMS
Event:R:141,ATTACK:T1210,USES_TECHNIQUE
Event:R:141,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:141,PERFORMS
Event:B:141,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:142,PERFORMS
Event:R:142,ATTACK:T1068,USES_TECHNIQUE
Event:R:142,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:142,PERFORMS
Event:B:142,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:142,Enterprise:Enterprise0,TARGETS
Event:R:140,Event:B:142,TRIGGERS
Agent:Red,Event:R:143,PERFORMS
Event:R:143,ATTACK:T1210,USES_TECHNIQUE
Event:R:143,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:143,PERFORMS
Event:B:143,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:144,PERFORMS
Event:R:144,ATTACK:T1068,USES_TECHNIQUE
Event:R:144,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:144,PERFORMS
Event:B:144,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:144,Enterprise:Enterprise0,TARGETS
Event:R:142,Event:B:144,TRIGGERS
Agent:Red,Event:R:145,PERFORMS
Event:R:145,ATTACK:T1210,USES_TECHNIQUE
Event:R:145,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:145,PERFORMS
Event:B:145,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:146,PERFORMS
Event:R:146,ATTACK:T1068,USES_TECHNIQUE
Event:R:146,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:146,PERFORMS
Event:B:146,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:146,Enterprise:Enterprise0,TARGETS
Event:R:144,Event:B:146,TRIGGERS
Agent:Red,Event:R:147,PERFORMS
Event:R:147,ATTACK:T1210,USES_TECHNIQUE
Event:R:147,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:147,PERFORMS
Event:B:147,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:148,PERFORMS
Event:R:148,ATTACK:T1068,USES_TECHNIQUE
Event:R:148,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:148,PERFORMS
Event:B:148,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:148,Enterprise:Enterprise0,TARGETS
Event:R:146,Event:B:148,TRIGGERS
Agent:Red,Event:R:149,PERFORMS
Event:R:149,ATTACK:T1210,USES_TECHNIQUE
Event:R:149,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:149,PERFORMS
Event:B:149,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:150,PERFORMS
Event:R:150,ATTACK:T1068,USES_TECHNIQUE
Event:R:150,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:150,PERFORMS
Event:B:150,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:150,Enterprise:Enterprise0,TARGETS
Event:R:148,Event:B:150,TRIGGERS
Agent:Red,Event:R:151,PERFORMS
Event:R:151,ATTACK:T1210,USES_TECHNIQUE
Event:R:151,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:151,PERFORMS
Event:B:151,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:152,PERFORMS
Event:R:152,ATTACK:T1068,USES_TECHNIQUE
Event:R:152,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:152,PERFORMS
Event:B:152,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:152,Enterprise:Enterprise0,TARGETS
Event:R:150,Event:B:152,TRIGGERS
Agent:Red,Event:R:153,PERFORMS
Event:R:153,ATTACK:T1210,USES_TECHNIQUE
Event:R:153,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:153,PERFORMS
Event:B:153,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:154,PERFORMS
Event:R:154,ATTACK:T1068,USES_TECHNIQUE
Event:R:154,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:154,PERFORMS
Event:B:154,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:154,Enterprise:Enterprise0,TARGETS
Event:R:152,Event:B:154,TRIGGERS
Agent:Red,Event:R:155,PERFORMS
Event:R:155,ATTACK:T1210,USES_TECHNIQUE
Event:R:155,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:155,PERFORMS
Event:B:155,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:156,PERFORMS
Event:R:156,ATTACK:T1068,USES_TECHNIQUE
Event:R:156,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:156,PERFORMS
Event:B:156,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:156,Enterprise:Enterprise0,TARGETS
Event:R:154,Event:B:156,TRIGGERS
Agent:Red,Event:R:157,PERFORMS
Event:R:157,ATTACK:T1210,USES_TECHNIQUE
Event:R:157,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:157,PERFORMS
Event:B:157,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:158,PERFORMS
Event:R:158,ATTACK:T1068,USES_TECHNIQUE
Event:R:158,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:158,PERFORMS
Event:B:158,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:158,Enterprise:Enterprise0,TARGETS
Event:R:156,Event:B:158,TRIGGERS
Agent:Red,Event:R:159,PERFORMS
Event:R:159,ATTACK:T1210,USES_TECHNIQUE
Event:R:159,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:159,PERFORMS
Event:B:159,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:160,PERFORMS
Event:R:160,ATTACK:T1068,USES_TECHNIQUE
Event:R:160,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:160,PERFORMS
Event:B:160,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:160,Enterprise:Enterprise0,TARGETS
Event:R:158,Event:B:160,TRIGGERS
Agent:Red,Event:R:161,PERFORMS
Event:R:161,ATTACK:T1210,USES_TECHNIQUE
Event:R:161,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:161,PERFORMS
Event:B:161,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:162,PERFORMS
Event:R:162,ATTACK:T1068,USES_TECHNIQUE
Event:R:162,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:162,PERFORMS
Event:B:162,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:162,Enterprise:Enterprise0,TARGETS
Event:R:160,Event:B:162,TRIGGERS
Agent:Red,Event:R:163,PERFORMS
Event:R:163,ATTACK:T1210,USES_TECHNIQUE
Event:R:163,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:163,PERFORMS
Event:B:163,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:164,PERFORMS
Event:R:164,ATTACK:T1068,USES_TECHNIQUE
Event:R:164,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:164,PERFORMS
Event:B:164,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:164,Enterprise:Enterprise0,TARGETS
Event:R:162,Event:B:164,TRIGGERS
Agent:Red,Event:R:165,PERFORMS
Event:R:165,ATTACK:T1210,USES_TECHNIQUE
Event:R:165,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:165,PERFORMS
Event:B:165,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:166,PERFORMS
Event:R:166,ATTACK:T1068,USES_TECHNIQUE
Event:R:166,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:166,PERFORMS
Event:B:166,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:166,Enterprise:Enterprise0,TARGETS
Event:R:164,Event:B:166,TRIGGERS
Agent:Red,Event:R:167,PERFORMS
Event:R:167,ATTACK:T1210,USES_TECHNIQUE
Event:R:167,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:167,PERFORMS
Event:B:167,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:168,PERFORMS
Event:R:168,ATTACK:T1068,USES_TECHNIQUE
Event:R:168,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:168,PERFORMS
Event:B:168,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:168,Enterprise:Enterprise0,TARGETS
Event:R:166,Event:B:168,TRIGGERS
Agent:Red,Event:R:169,PERFORMS
Event:R:169,ATTACK:T1210,USES_TECHNIQUE
Event:R:169,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:169,PERFORMS
Event:B:169,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:170,PERFORMS
Event:R:170,ATTACK:T1068,USES_TECHNIQUE
Event:R:170,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:170,PERFORMS
Event:B:170,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:170,Enterprise:Enterprise0,TARGETS
Event:R:168,Event:B:170,TRIGGERS
Agent:Red,Event:R:171,PERFORMS
Event:R:171,ATTACK:T1210,USES_TECHNIQUE
Event:R:171,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:171,PERFORMS
Event:B:171,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:172,PERFORMS
Event:R:172,ATTACK:T1068,USES_TECHNIQUE
Event:R:172,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:172,PERFORMS
Event:B:172,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:172,Enterprise:Enterprise0,TARGETS
Event:R:170,Event:B:172,TRIGGERS
Agent:Red,Event:R:173,PERFORMS
Event:R:173,ATTACK:T1210,USES_TECHNIQUE
Event:R:173,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:173,PERFORMS
Event:B:173,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:174,PERFORMS
Event:R:174,ATTACK:T1068,USES_TECHNIQUE
Event:R:174,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:174,PERFORMS
Event:B:174,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:174,Enterprise:Enterprise0,TARGETS
Event:R:172,Event:B:174,TRIGGERS
Agent:Red,Event:R:175,PERFORMS
Event:R:175,ATTACK:T1210,USES_TECHNIQUE
Event:R:175,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:175,PERFORMS
Event:B:175,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:176,PERFORMS
Event:R:176,ATTACK:T1068,USES_TECHNIQUE
Event:R:176,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:176,PERFORMS
Event:B:176,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:176,Enterprise:Enterprise0,TARGETS
Event:R:174,Event:B:176,TRIGGERS
Agent:Red,Event:R:177,PERFORMS
Event:R:177,ATTACK:T1210,USES_TECHNIQUE
Event:R:177,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:177,PERFORMS
Event:B:177,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:178,PERFORMS
Event:R:178,ATTACK:T1068,USES_TECHNIQUE
Event:R:178,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:178,PERFORMS
Event:B:178,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:178,Enterprise:Enterprise0,TARGETS
Event:R:176,Event:B:178,TRIGGERS
Agent:Red,Event:R:179,PERFORMS
Event:R:179,ATTACK:T1210,USES_TECHNIQUE
Event:R:179,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:179,PERFORMS
Event:B:179,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:180,PERFORMS
Event:R:180,ATTACK:T1068,USES_TECHNIQUE
Event:R:180,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:180,PERFORMS
Event:B:180,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:180,Enterprise:Enterprise0,TARGETS
Event:R:178,Event:B:180,TRIGGERS
Agent:Red,Event:R:181,PERFORMS
Event:R:181,ATTACK:T1210,USES_TECHNIQUE
Event:R:181,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:181,PERFORMS
Event:B:181,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:182,PERFORMS
Event:R:182,ATTACK:T1068,USES_TECHNIQUE
Event:R:182,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:182,PERFORMS
Event:B:182,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:182,Enterprise:Enterprise0,TARGETS
Event:R:180,Event:B:182,TRIGGERS
Agent:Red,Event:R:183,PERFORMS
Event:R:183,ATTACK:T1210,USES_TECHNIQUE
Event:R:183,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:183,PERFORMS
Event:B:183,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:184,PERFORMS
Event:R:184,ATTACK:T1068,USES_TECHNIQUE
Event:R:184,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:184,PERFORMS
Event:B:184,ATTACK:DFEND_Restore,USES_TECHNIQUE
Event:B:184,Enterprise:Enterprise0,TARGETS
Event:R:182,Event:B:184,TRIGGERS
Agent:Red,Event:R:185,PERFORMS
Event:R:185,ATTACK:T1210,USES_TECHNIQUE
Event:R:185,Host:10.0.235.3,TARGETS
Agent:Blue,Event:B:185,PERFORMS
Event:B:185,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:186,PERFORMS
Event:R:186,ATTACK:T1068,USES_TECHNIQUE
Event:R:186,Enterprise:Enterprise0,TARGETS
Agent:Blue,Event:B:186,PERFORMS
Event:B:186,ATTACK:DFEND_Restore,USES_TECHNIQUE
